COUNTRY,SPECIES (COMMON NAME),SPECIES (SCIENTIFIC NAME),YEAR OR SEASON,AREA OR STOCK,CATCH TOTAL,QUOTA (IF APPLICABLE)
Greenland,Narwhal,Monodon monoceros,2009/2010,Inglefield Bredning,63,85
Greenland,Narwhal,Monodon monoceros,2009/2010,Melville Bay,96,81
Greenland,Narwhal,Monodon monoceros,2009/2010,West,139,144
Greenland,Narwhal,Monodon monoceros,2009/2010,East,12,85
Greenland,Narwhal,Monodon monoceros,2009/2010,Total,310,395
Greenland,Narwhal,Monodon monoceros,2008/2009,Inglefield Bredning,115,90
Greenland,Narwhal,Monodon monoceros,2008/2009,West,267,320
Greenland,Narwhal,Monodon monoceros,2008/2009,East,76,No quota
Greenland,Narwhal,Monodon monoceros,2008/2009,Total,458,410
Greenland,Narwhal,Monodon monoceros,2007/2008,Inglefield Bredning,106,85
Greenland,Narwhal,Monodon monoceros,2007/2008,West,227,215
Greenland,Narwhal,Monodon monoceros,2007/2008,East,15,No quota
Greenland,Narwhal,Monodon monoceros,2007/2008,Total,348,300
Greenland,Narwhal,Monodon monoceros,2006/2007,Inglefield Bredning,72,70
Greenland,Narwhal,Monodon monoceros,2006/2007,West,209,247
Greenland,Narwhal,Monodon monoceros,2006/2007,East,40,No quota
Greenland,Narwhal,Monodon monoceros,2006/2007,Total,321,317
Greenland,Narwhal,Monodon monoceros,2005/2006,Inglefield Bredning,99,100
Greenland,Narwhal,Monodon monoceros,2005/2006,West,291,200
Greenland,Narwhal,Monodon monoceros,2005/2006,East,8,No quota
Greenland,Narwhal,Monodon monoceros,2005/2006,Total,398,300
Greenland,Narwhal,Monodon monoceros,2004/2005,Inglefield Bredning,0,100
Greenland,Narwhal,Monodon monoceros,2004/2005,West,45,200
Greenland,Narwhal,Monodon monoceros,2004/2005,East,N/A,No quota
Greenland,Narwhal,Monodon monoceros,2004/2005,Total,45,300
Greenland,Narwhal,Monodon monoceros,2003,West,666,No quota
Greenland,Narwhal,Monodon monoceros,2003,East,N/A,No quota
Greenland,Narwhal,Monodon monoceros,2003,Total,666,No quota
Greenland,Narwhal,Monodon monoceros,2002,West,488,No quota
Greenland,Narwhal,Monodon monoceros,2002,East,N/A,No quota
Greenland,Narwhal,Monodon monoceros,2002,Total,488,No quota
Greenland,Narwhal,Monodon monoceros,2001,West,609,No quota
Greenland,Narwhal,Monodon monoceros,2001,East,N/A,No quota
Greenland,Narwhal,Monodon monoceros,2001,Total,609,No quota
Greenland,Narwhal,Monodon monoceros,2000,West,600,No quota
Greenland,Narwhal,Monodon monoceros,2000,East,N/A,No quota
Greenland,Narwhal,Monodon monoceros,2000,Total,600,No quota
Greenland,Narwhal,Monodon monoceros,1999,Total,912,No quota
Greenland,Narwhal,Monodon monoceros,1998,Total,822,No quota
Greenland,Narwhal,Monodon monoceros,1997,Total,797,No quota
Greenland,Narwhal,Monodon monoceros,1996,Total,727,No quota
Greenland,Narwhal,Monodon monoceros,1995,Total,461,No quota
Greenland,Narwhal,Monodon monoceros,1994,Total,847,No quota
Greenland,Narwhal,Monodon monoceros,1993,Total,741,No quota
Greenland,Narwhal,Monodon monoceros,1992,Total,*No reported catches,No quota

