COUNTRY,SPECIES (COMMON NAME),SPECIES (SCIENTIFIC NAME),YEAR OR SEASON,AREA OR STOCK,CATCH TOTAL,QUOTA (IF APPLICABLE)
Greenland,Common minke whale,Balaenoptera acutorostrata,1995,East,9,15
Greenland,Common minke whale,Balaenoptera acutorostrata,1995,West,153,180
Greenland,Common minke whale,Balaenoptera acutorostrata,1995,Total,162,195
Greenland,Common minke whale,Balaenoptera acutorostrata,1994,East,5,15
Greenland,Common minke whale,Balaenoptera acutorostrata,1994,West,104,130
Greenland,Common minke whale,Balaenoptera acutorostrata,1994,Total,109,145
Greenland,Common minke whale,Balaenoptera acutorostrata,1993,East,9,14
Greenland,Common minke whale,Balaenoptera acutorostrata,1993,West,107,130
Greenland,Common minke whale,Balaenoptera acutorostrata,1993,Total,116,144
Greenland,Common minke whale,Balaenoptera acutorostrata,1992,East,11,15
Greenland,Common minke whale,Balaenoptera acutorostrata,1992,West,103,130
Greenland,Common minke whale,Balaenoptera acutorostrata,1992,Total,114,145
Iceland,Common minke whale,Balaenoptera acutorostrata,2023,Iceland Coastal (CIC),0,260
Iceland,Common minke whale,Balaenoptera acutorostrata,2022,Iceland Coastal (CIC),0,260
Iceland,Common minke whale,Balaenoptera acutorostrata,2021,Iceland Coastal (CIC),1,260
Iceland,Common minke whale,Balaenoptera acutorostrata,2020,Iceland Coastal (CIC),0,217
Iceland,Common minke whale,Balaenoptera acutorostrata,2019,Iceland Coastal (CIC),0,217
Iceland,Common minke whale,Balaenoptera acutorostrata,2018,Iceland Coastal (CIC),6,217
Iceland,Common minke whale,Balaenoptera acutorostrata,2017,Iceland Coastal (CIC),17,269
Iceland,Common minke whale,Balaenoptera acutorostrata,2016,Iceland Coastal (CIC),46,264
Iceland,Common minke whale,Balaenoptera acutorostrata,2015,Iceland Coastal (CIC),29,275
Iceland,Common minke whale,Balaenoptera acutorostrata,2014,Iceland Coastal (CIC),24,229
Iceland,Common minke whale,Balaenoptera acutorostrata,2013,Iceland Coastal (CIC),35,229
Iceland,Common minke whale,Balaenoptera acutorostrata,2012,Iceland Coastal (CIC),52,229
Iceland,Common minke whale,Balaenoptera acutorostrata,2011,Iceland Coastal (CIC),58,216
Iceland,Common minke whale,Balaenoptera acutorostrata,2010,Iceland Coastal (CIC),60,200
Iceland,Common minke whale,Balaenoptera acutorostrata,2009,Iceland Coastal (CIC),81,200
Iceland,Common minke whale,Balaenoptera acutorostrata,2008,Iceland Coastal (CIC),38,
Iceland,Common minke whale,Balaenoptera acutorostrata,2007,Iceland Coastal (CIC),43,
Iceland,Common minke whale,Balaenoptera acutorostrata,2006,Iceland Coastal (CIC),61,
Iceland,Common minke whale,Balaenoptera acutorostrata,2005,Iceland Coastal (CIC),39,
Iceland,Common minke whale,Balaenoptera acutorostrata,2004,Iceland Coastal (CIC),25,
Iceland,Common minke whale,Balaenoptera acutorostrata,2003,Iceland Coastal (CIC),37,
Iceland,Common minke whale,Balaenoptera acutorostrata,1992-2002,Iceland Coastal (CIC),0,
Norway,Common minke whale,Balaenoptera acutorostrata,2023,E,507,747
Norway,Common minke whale,Balaenoptera acutorostrata,2023,CM,0,253
Norway,Common minke whale,Balaenoptera acutorostrata,2023,Total,507,1000
Norway,Common minke whale,Balaenoptera acutorostrata,2022,E,581,664
Norway,Common minke whale,Balaenoptera acutorostrata,2022,CM,0,253
Norway,Common minke whale,Balaenoptera acutorostrata,2022,Total,586,917
Norway,Common minke whale,Balaenoptera acutorostrata,2021,E,577,1108
Norway,Common minke whale,Balaenoptera acutorostrata,2021,CM,0,170
Norway,Common minke whale,Balaenoptera acutorostrata,2021,Total,586,1278
Norway,Common minke whale,Balaenoptera acutorostrata,2020,E,505,1108
Norway,Common minke whale,Balaenoptera acutorostrata,2020,CM,0,170
Norway,Common minke whale,Balaenoptera acutorostrata,2020,Total,505,1278
Norway,Common minke whale,Balaenoptera acutorostrata,2019,E,429,1108
Norway,Common minke whale,Balaenoptera acutorostrata,2019,CM,0,170
Norway,Common minke whale,Balaenoptera acutorostrata,2019,Total,429,1278
Norway,Common minke whale,Balaenoptera acutorostrata,2018,E,454,1108
Norway,Common minke whale,Balaenoptera acutorostrata,2018,CM,0,170
Norway,Common minke whale,Balaenoptera acutorostrata,2018,Total,454,1278
Norway,Common minke whale,Balaenoptera acutorostrata,2017,E,432,829
Norway,Common minke whale,Balaenoptera acutorostrata,2017,CM,0,170
Norway,Common minke whale,Balaenoptera acutorostrata,2017,Total,432,999
Norway,Common minke whale,Balaenoptera acutorostrata,2016,E,591,710
Norway,Common minke whale,Balaenoptera acutorostrata,2016,CM,0,170
Norway,Common minke whale,Balaenoptera acutorostrata,2016,Total,591,880
Norway,Common minke whale,Balaenoptera acutorostrata,2015,E,660,1016
Norway,Common minke whale,Balaenoptera acutorostrata,2015,CM,0,270
Norway,Common minke whale,Balaenoptera acutorostrata,2015,Total,660,1286
Norway,Common minke whale,Balaenoptera acutorostrata,2014,E,736,1016
Norway,Common minke whale,Balaenoptera acutorostrata,2014,CM,0,270
Norway,Common minke whale,Balaenoptera acutorostrata,2014,Total,736,1286
Norway,Common minke whale,Balaenoptera acutorostrata,2013,E,594,1016
Norway,Common minke whale,Balaenoptera acutorostrata,2013,CM,0,270
Norway,Common minke whale,Balaenoptera acutorostrata,2013,Total,594,1286
Norway,Common minke whale,Balaenoptera acutorostrata,2012,E,464,1016
Norway,Common minke whale,Balaenoptera acutorostrata,2012,CM,0,270
Norway,Common minke whale,Balaenoptera acutorostrata,2012,Total,464,1286
Norway,Common minke whale,Balaenoptera acutorostrata,2011,E,533,1016
Norway,Common minke whale,Balaenoptera acutorostrata,2011,CM,0,270
Norway,Common minke whale,Balaenoptera acutorostrata,2011,Total,533,1286
Norway,Common minke whale,Balaenoptera acutorostrata,2010,E,467,1016
Norway,Common minke whale,Balaenoptera acutorostrata,2010,CM,1,270
Norway,Common minke whale,Balaenoptera acutorostrata,2010,Total,468,1286
Norway,Common minke whale,Balaenoptera acutorostrata,2009,E,485,750
Norway,Common minke whale,Balaenoptera acutorostrata,2009,CM,0,135
Norway,Common minke whale,Balaenoptera acutorostrata,2009,Total,485,885
Norway,Common minke whale,Balaenoptera acutorostrata,2008,E,506,900
Norway,Common minke whale,Balaenoptera acutorostrata,2008,CM,30,152
Norway,Common minke whale,Balaenoptera acutorostrata,2008,Total,536,1052
Norway,Common minke whale,Balaenoptera acutorostrata,2007,E,597,900
Norway,Common minke whale,Balaenoptera acutorostrata,2007,CM,0,152
Norway,Common minke whale,Balaenoptera acutorostrata,2007,Total,597,1052
Norway,Common minke whale,Balaenoptera acutorostrata,2006,E,545,609
Norway,Common minke whale,Balaenoptera acutorostrata,2006,CM,0,443
Norway,Common minke whale,Balaenoptera acutorostrata,2006,Total,545,1052
Norway,Common minke whale,Balaenoptera acutorostrata,2005,E,634,651
Norway,Common minke whale,Balaenoptera acutorostrata,2005,CM,5,145
Norway,Common minke whale,Balaenoptera acutorostrata,2005,Total,639,796
Norway,Common minke whale,Balaenoptera acutorostrata,2004,E,527,525
Norway,Common minke whale,Balaenoptera acutorostrata,2004,CM,17,145
Norway,Common minke whale,Balaenoptera acutorostrata,2004,Total,544,670
Norway,Common minke whale,Balaenoptera acutorostrata,2003,E,626,674
Norway,Common minke whale,Balaenoptera acutorostrata,2003,CM,21,37
Norway,Common minke whale,Balaenoptera acutorostrata,2003,Total,647,711
Norway,Common minke whale,Balaenoptera acutorostrata,2002,E,599,635
Norway,Common minke whale,Balaenoptera acutorostrata,2002,CM,35,36
Norway,Common minke whale,Balaenoptera acutorostrata,2002,Total,634,671
Norway,Common minke whale,Balaenoptera acutorostrata,2001,E,521,518
Norway,Common minke whale,Balaenoptera acutorostrata,2001,CM,31,31
Norway,Common minke whale,Balaenoptera acutorostrata,2001,Total,552,549
Norway,Common minke whale,Balaenoptera acutorostrata,2000,E,430,591
Norway,Common minke whale,Balaenoptera acutorostrata,2000,CM,57,64
Norway,Common minke whale,Balaenoptera acutorostrata,2000,Total,487,655
Norway,Common minke whale,Balaenoptera acutorostrata,1999,E,530,
Norway,Common minke whale,Balaenoptera acutorostrata,1999,CM,59,
Norway,Common minke whale,Balaenoptera acutorostrata,1999,Total,589,753
Norway,Common minke whale,Balaenoptera acutorostrata,1998,E,568,
Norway,Common minke whale,Balaenoptera acutorostrata,1998,CM,57,
Norway,Common minke whale,Balaenoptera acutorostrata,1998,Total,625,671
Norway,Common minke whale,Balaenoptera acutorostrata,1997,E,482,
Norway,Common minke whale,Balaenoptera acutorostrata,1997,CM,20,
Norway,Common minke whale,Balaenoptera acutorostrata,1997,Total,502,580
Norway,Common minke whale,Balaenoptera acutorostrata,1996,E,348,
Norway,Common minke whale,Balaenoptera acutorostrata,1996,CM,40,
Norway,Common minke whale,Balaenoptera acutorostrata,1996,Total,388,425
Norway,Common minke whale,Balaenoptera acutorostrata,1995,E,175,
Norway,Common minke whale,Balaenoptera acutorostrata,1995,CM,42,
Norway,Common minke whale,Balaenoptera acutorostrata,1995,Total,217,232
Norway,Common minke whale,Balaenoptera acutorostrata,1994,E,237,
Norway,Common minke whale,Balaenoptera acutorostrata,1994,CM,41,
Norway,Common minke whale,Balaenoptera acutorostrata,1994,Total,278,319
Norway,Common minke whale,Balaenoptera acutorostrata,1993,E,213,
Norway,Common minke whale,Balaenoptera acutorostrata,1993,CM,13,
Norway,Common minke whale,Balaenoptera acutorostrata,1993,Total,226,296
Norway,Common minke whale,Balaenoptera acutorostrata,1993,E,0,0
Norway,Common minke whale,Balaenoptera acutorostrata,1993,CM,0,0
Norway,Common minke whale,Balaenoptera acutorostrata,1992,Total,0,0


