COUNTRY,SPECIES (COMMON NAME),SPECIES (SCIENTIFIC NAME),YEAR OR SEASON,AREA OR STOCK,CATCH TOTAL,QUOTA (IF APPLICABLE)
Greenland,Atlantic walrus,Odobenus rosmarus,2013,West,47,60
Greenland,Atlantic walrus,Odobenus rosmarus,2013,Total,120,140
Greenland,Atlantic walrus,Odobenus rosmarus,2012,East,4,18
Greenland,Atlantic walrus,Odobenus rosmarus,2012,Northwater,76,64
Greenland,Atlantic walrus,Odobenus rosmarus,2012,West,34,59
Greenland,Atlantic walrus,Odobenus rosmarus,2012,Total,114,141
Greenland,Atlantic walrus,Odobenus rosmarus,2011,East,5,18
Greenland,Atlantic walrus,Odobenus rosmarus,2011,Northwater,42,52
Greenland,Atlantic walrus,Odobenus rosmarus,2011,West,50,60
Greenland,Atlantic walrus,Odobenus rosmarus,2011,Total,97,130
Greenland,Atlantic walrus,Odobenus rosmarus,2010,East,7,18
Greenland,Atlantic walrus,Odobenus rosmarus,2010,Northwater,60,48
Greenland,Atlantic walrus,Odobenus rosmarus,2010,West,40,60
Greenland,Atlantic walrus,Odobenus rosmarus,2010,Total,107,126
Greenland,Atlantic walrus,Odobenus rosmarus,2009,East,4,23
Greenland,Atlantic walrus,Odobenus rosmarus,2009,Northwater,90,73
Greenland,Atlantic walrus,Odobenus rosmarus,2009,West,33,38
Greenland,Atlantic walrus,Odobenus rosmarus,2009,Total,127,134
Greenland,Atlantic walrus,Odobenus rosmarus,2008,East,9,30
Greenland,Atlantic walrus,Odobenus rosmarus,2008,Northwater,66,80
Greenland,Atlantic walrus,Odobenus rosmarus,2008,West,28,65
Greenland,Atlantic walrus,Odobenus rosmarus,2008,Total,103,175
Greenland,Atlantic walrus,Odobenus rosmarus,2007,East,10,30
Greenland,Atlantic walrus,Odobenus rosmarus,2007,Northwater,80,90
Greenland,Atlantic walrus,Odobenus rosmarus,2007,West,43,80
Greenland,Atlantic walrus,Odobenus rosmarus,2007,Total,133,200
Greenland,Atlantic walrus,Odobenus rosmarus,2006,East,5,15
Greenland,Atlantic walrus,Odobenus rosmarus,2006,Northwater,67,60
Greenland,Atlantic walrus,Odobenus rosmarus,2006,West,73,0
Greenland,Atlantic walrus,Odobenus rosmarus,2006,Total,145,75
Greenland,Atlantic walrus,Odobenus rosmarus,2005,East,16,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,2005,Northwater,79,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,2005,West,158,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,2005,Total,253,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,2004,East,4,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,2004,Northwater,88,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,2004,West,102,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,2004,Total,194,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,2003,East,11,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,2003,Northwater,156,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,2003,West,130,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,2003,Total,297,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,2002,East,34,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,2002,Northwater,147,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,2002,West,150,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,2002,Total,331,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,2001,East,8,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,2001,Northwater,95,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,2001,West,116,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,2001,Total,219,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,2000,East,7,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,2000,Northwater,126,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,2000,West,196,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,2000,Total,329,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,1999,Total,325,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,1998,Total,610,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,1997,Total,317,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,1996,Total,305,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,1995,Total,403,No quota
Greenland,Atlantic walrus,Odobenus rosmarus,1994,Total,484,No quota

